1	100	245	260	510	500	300	RISM ID
3797700	"10$aHolden, John,$d18th cent."	13$aAn essay towards a rational system of music.	"0\$aGlasgow,$bPrinted by R. Urie for the author,$c1770."	"\4$aRISM B: VI, 419"		"\\$aviii, 148 p.$b12 plates."	
3797712	"10$aHumphries, J. S."	"00$aXII sonatas for two violins,$bwith a through bass for the harpsichord.  Opera prima."	"0\$aLondon,$bD. Rutherford$c[ca. 1745]"	\4$aRISM A: H 7926		\\$apart 1	
2559244	"10$aFux, Johann Joseph,$d1660-1741."	"10$aGradus ad Parnassum, sive, Manuductio ad compositionem musicae regularem,$bmethodo novâ, ac certâ, nondum antè tam exacto ordine in lucem edita /$celaborata à Joanne Josepho Fux ..."	"0\$aViennae Austriae :$bTypis Joannis Petri Van Ghelen ...,$c1725."	"\4$aRISM B: VI, 340"		"\\$a[8], 280 p., [1] fold. leaf of plates :$bill., music."	
2588073	"10$aWeippert, Mr.$q(John Erhardt)"	"12$aA second book of progressive lessons for the pedal harp :$bincluding a variety of sonatas, airs, with variations, marches, minuettos, rondo's, walzer's, preludes, and modulations /$ccomposed ... by Mr. Weippert ; op. 13."	"0\$a[London] :$bTo be had of Mr. Weippert ...,$c[1781?]"	\4$aRISM A: W 568	\\$aPlate number: E: Weippert. Op: 13.	"\\$a1 score ([1], 2-22 p.)"	
3799723	"10$aDavy, John,$d1763-1824"	04$aThe favorite new overture to The tempest.$bPerformed with universal applause at the Theatre Royal Covent Garden.	0\$a[London]$bW. Turnbull$c[18--]	\4$aRISM A: D 1250z	"\\$aCaption title.;\\$aArranged for piano, with instrumental indications."	\\$a9 p.	
3799717		"00$aNew music for the piano forte or harp,$bnever before published. Being a collection of choice airs, to which the Canadians sing their Chansons de voyage, or, Paddling songs, when navigating the lakes & rivers of Canada in their bark canoes."	"0\$aLondon,$bJ. Fentum$c[between 1784 and 1835]"	\4$aRISM A: AN 1929		\\$a15 p.	
3799734	"10$aArne, Thomas Augustine,$d1710-1778"	10$aWhere the bee sucks;$bsong of Ariel in The tempest.	"0\$aLondon,$bPrinted by G. Walker$c[between 1795 and 1821]"	\4$aRISM A: A 1918	\\$aCaption title.;\\$aFor voice with unrealized continuo; acc. originally for orchestra; part for guitar printed at end.	\\$a3 p.	
3799752	"10$aLinley, Thomas,$d1732-1795."	"14$aThe duenna;$bor, Double elopement, a comic opera as performed at the Theatre Royal ... under the title of the Governess, sett for the voice, harpsichord, violin, G. flute & guittar."	"0\$aDublin,$bPrinted by J. Lee$c[between 1778 and 1803]"	\4$aRISM A: L 2464	\\$aMusic composed and compiled by Thomas Linely and his son.  Cf. Loewenberg.  Annals of opera.;\\$aLibretto by R.B. Sheridan.  Cf. Grove's Dict. of music.;\\$aPage 46 blank.	"\\$a[3], 52 p."	
3799756	"10$aKent, James,$d1700-1776"	"10$aHear, hear my prayer;$ban anthem for two voices."	"0\$aLondon,$bEngraved, printed & sold by E. Riley$c[between 1798 and 1803]"	\4$aRISM A: KK 422a	"\\$aCaption title.;\\$aFor 2 solo voices, chorus (SATB) and figured bass."	\\$ascore (7 p.)	
3799750	"10$aStevenson, John Andrew,$cSir,$d1760?-1833"	"12$aA selection of Irish melodies with symphonies and accompaniments$cby Sir John Stevenson, and characteristic words by Thomas Moore.  1st [-3d] no."	"0\$aDublin,$bW. Powers$c[between 1807 and 1831]"	\4$aRISM A: S 6119	\\$aFor 1-4 voices with piano; several pieces for piano (4 hands).;\\$aIncludes advertisements.;\\$aManuscript of performer's notes laid in.	"\\$a3 no. in 1.$bfacsim., plates."	
3799770	"10$aNares, James,$d1715-1783"	"02$aA concise, and easy treatise on singing,$baddressed to the delettanti in music, who are desirous of performing duets, or any vocal music in parts ...$cWith a set of English duets for beginners."	"0\$aLondon,$bPrinted for the author, and sold by J. Preston$c[1786]"	"\4$aRISM B: VI,2,609"	\\$aWith unrealized continuo.	"\\$a[1], 33 p."	
3799763	"10$aStorace, Stephen,$d1762-1796"	"14$aThe haunted tower;$ba comic opera in three acts ...  The music selected, adapted & composed$cby Steven Storace."	"0\$aLondon,$bPrinted by Longman & Broderip,$c1789."	\4$aRISM A: S 6685	\\$aLibretto by J. Cobb.  Cf. Brit. union cat. of early music.;\\$aSeveral songs adapted from other composers.;\\$aPage 7 blank; page numbers 62-63 repeated.	"\\$a[1], 70 (i.e. 72) p."	
3799767		"00$aLove in a village;$ba comic opera ...  The music by Händel [and others] for the harpsichord, voice, German flute or guitar."	"0\$aLondon,$bPrinted by H. Wright$c[between 1785 and 1801]"	\4$aRISM A: A 1861	\\$aLibretto by Isaac Bickerstaffe.  Music partly composed and partly compiled by T.A. Arne.  Cf. Grove's dict. of music.;\\$aWith unrealized continuo.	"\\$a[1] p., score (62 p.)"	
3799759	"10$aStevenson, John,$cSir,$d1761-1833"	"12$aA selection of popular national airs with symphonies and accompaniments$cby Sir John Stevenson, the words by Thomas Moore."	"0\$aDublin,$bW. Power,$c1818-1822."	\4$aRISM A: S 6118	"\\$aNos. 2 and 3 have symphonies and accompaniments by Henry R. Bishop, and have imprint: London, J. Power.;\\$aNo. 2 called 2d ed. on contents page.;\\$aIncludes advertisements."	\\$a3 no. in 1.$bplates.	
3799789	"10$aWarren, Edmund Thomas,$dd. 1794"	"02$aA sixth collection of catches,$bcanons, and glees for three and four voices ...  inscribed to the Noblemen and Gentlemen of the Catch Club ...$cby ... Thos. Warren."	"0\$aLondon,$bPrinted by Welcker$c[between 1765 and 1775]"	"\4$aRISM B: II, 75"	"\\$aFrom the 32-book collection of catches, canons and glees edited by Warren.  Cf. Brit. union cat. of early music."	"\\$a[3], 42 p."	
3799785	"10$aArnold, Samuel,$d1740-1802"	"14$aThe castle of Andalusia;$ba comic opera ...  The selected airs$cby Handel, Vento, Giordani, Bertoni, Giardini, Dr. Arne, and Carolan the Irish bard.  The overture, chorusses, new airs &c. composed by Doctor Arnold.  Op. XX."	"0\$aLondon,$bJ. Bland$c[1782]"	"\4$aRISM A: A 2220 ; B: II, 122"	\\$aText by J. O'Keeffe.  Cf. Brit. union cat. of early music.	"\\$a[1], 67, [1] p. ([1] p. at end advetisement)"	
3799781	"10$aStorace, Stephen,$d1762-1796"	"14$aThe haunted tower;$ba comic opera in three acts ...  The music selected, adapted, & composed$cby Stephen Storace."	"0\$aLondon,$bPrinted by Longman & Broderip$c[ca. 1790]"	\4$aRISM A: S 6687	\\$aLibretto by J. Cobb.  Cf. Brit. union cat. of early music.;\\$aSeveral songs adapted from other composers.;\\$aPage 57 blank.	"\\$a[1], 72 p."	
3799774	"20$aMartín y Soler, Vicente,$d1754-1806"	"00$aXII [i.e. Dodici] conzonette italiane,$baccompagnate col cembalo o arpa o chitarra."	"0\$aLondon,$bPrinted by Longman and Broderip$c[1788]"	\4$aRISM A: M 978		"\\$a[1], 15 p."	
3799778	"10$aHaydn, Joseph,$d1732-1809"	"10$aSinfonia Loudon,$cper il clavicembalo ò forte piano.  Opera 36."	"0\$aLondon,$bPrinted by Longman and Broderip$c[ca. 1785]"	\4$aRISM A: H 4282	"\\$aContains Vivace, Adagio, Menuetto and Trio only."	"\\$a[1], 11 p."	
5063234	"1\$aBenaut, Josse-François-Joseph,$d1743?-1794"	"10$aRecueil d'ariettes choisies :$barrangées pour le clavecin ou le forte piano, avec accompagnement de 2 violons, et las basse chiffrée ... /$cpar M. Benaut ..."	"\\$aA Paris :$bChez l'auteur ...,$c[1772-1783]."	\4$aRISM A: B 1828	"\\$aBenaut, harpsichordist and organist of the Abbey Royal of Montmartre, published his own music between 1772 and 1783.  Cf. Dictionnaire des musiciens français (1961).;\\$aWith a catalogue of musical works composed by Benaut at end."	\\$av. 13-14 in 1 :$bmusic	
6165622	"10$aMozart, Wolfgang Amadeus,$d1756-1791."	"00$aOverture to Le nozzed di Figaro,$bfor the piano-forte. /$cComposed by W. A. Mozart"	"00$aLondon :$bW. Boag,$c[18--]"	\4$aRISM A:		\\$a8 p. of music	
494222	"1\$aGrétry, André-Ernest-Modeste,$d1741-1813"	"10$aAnacréon chez Polycrate :$bopéra en trois actes : représenté pour la première fois à Paris, sur le Théatre de la Republique et des Arts, le 28 niv^ose, an 5 /$cparoles de J.H. Guy ; mis en musique par Grétry ... ; gravée par Huguet ..."	"\\$aA Paris :$bChez l'auteur ... ; et aux adresses ordinaires de musique,$c[1799]"	\4$aRISM A: G 3969	"\\$a""Oeuvre XXXIV."";\\$a""Catalogue de la musique de M. Gretry"": - prelim. p. [2]"	"\\$a1 score ([2], 258 p.)"	
6160222		14$aThe dying Christian to his soul :$bA celebrated ode by Mr. Pope.  Set to music for three voices.	"\\$aLondon :$bJ. Bland,$c[179-]"	\4$aNot in RISM		\\$a1 score (3 p.)	
1160353	"1\$aEdelmann, Jean-Frédéric,$d1749-1794"	10$aAriane dans lisle de Naxos :$bdrame lirique en un acte : representé pour la premiere fois par l'Academie royale de musique le 24. septembre 1782 /$cpar M. Edelmann ; les paroles sont de M. Moline ; gravé par G. Magnian.	"\\$aA Paris :$bChez l'Auteur ...,$c[1782]"	\4$aRISM A: E 443	\\$aImprint (supplied from BUCEM) covered by label: Chez JM Bault ...	"\\$a[1] leaf, score (10, 96 p.)"	
2975705	"1\$aDalayrac, N.$q(Nicolas),$d1753-1809."	"14$aLes deux petits Savoyards :$bcomédie en un acte /$cpar M. Mars..... des V...... ; représentée, pour la premiere fois, par les Comédiens italiens ordinaires du roi, le mercredi 14 janvier 1789 et a Versailles, devant Leurs Majestés, le vendredi suivant ... ; par M. Dal*** ... ; gravé par Huguet ..."	"\\$aA Paris :$bChez Le Duc ...,$c[1789]"	\4$aRISM A: D 164	\\$aLibretto by B.J. Marsollier des Vivetieres; music by Nicolas Dalayrac.  Cf. Loewenberg.	"\\$a1 score ([1], 133 p.)"	
2975726	"1\$aMozart, Wolfgang Amadeus,$d1756-1791."	10$aClemenza di Tito :$bopera seria in due atti /$cmesso in musica dal signor W.A. Mozart ; édition déddée aux sousscripteurs par l'editeur ...	"\\$aA Paris :$bAu magasin de J. Frey ... ; gravée et imprimée par MM. Marquerie frères, $c[1822?]"	\4$aRISM A: M 5095	"\\$a""No. 4 de la collection des opéras de Mozart."";\\$aIn French and Italian.;\\$aOriginal libretto by Pietro Metastasio, reduced and altered by C. Mazzolà.  Cf. Loewenberg.;\\$aBound in 2 vols."	"\\$a1 score ([1], v, 378 p.)"	
2975747	"10$aGrétry, André-Ernest-Modeste,$d1741-1813"	"13$aLe magnifique :$bcomédie en trois actes m^elée d'ariettes : représentée à Versailles devant Sa Majesté le 26. mars 1773, et sur le Théatre de la Comédie italienne le 4. mars 1773 ... /$cpar M. Gretry ... ; gravée par J. Dezauche ..."	"\\$aA Paris:$bChez Mlle. Jenny Grétry ...,$c[1799]"	\4$aRISM A: GG 4246a	"\\$aAt head of title: Oeuvre IX.;\\$a""Catalogue de la musique de M. Grétry ..."" - prelim. p. [2];\\$aLibretto by Sédaine based on a story by La Fontaine.  Cf. Loewenberg."	"\\$a1 score ([2], 179 p.)"	
2975712	"10$aMozart, Wolfgang Amadeus,$d1756-1791."	10$aIdomeneo :$bdramma eroico in tre atti /$cmesso in musica dal signor W.A. Mozart ; édition dédiée aux souscripteurs par l'editeur ...	"\\$aA Paris :$bAu magasin de J. Frey ... ; gravee et imprimée par M.M. Marquerie frères,$c[182-?]"	\4$aRISM A: M 4188	"\\$aLibretto by G.B. Varesco.  Cf. Loewenberg.;\\$a""No. 5. de la collection des opéras de Mozart."";\\$aVolume 1: [1], vi, 317 p.; v. 2, [1], v-vi, 318-491 p."	\\$a1 score (2 v.)	
1136758	"10$aKreutzer, Rodolphe,$d1766-1831."	"10$aFrançois Ier.,$bou, La fête mistérieuse : opéra en deux actes et en vers /$cde MMrs. Sewrin et Chazet ; mis en musique ... par R. Kreutzer ..."	"0\$aA Paris :$bAu Magasin de musique dirigé par MMrs. Chérubini, Méhul, Kreutzer, Rode, N. Isouard et Boieldieu ...,$c[1807?]"	\4$aRISM A: K 2062	"\\$aP1. no.: 509.;\\$a""Gravé par les frères Marquerie."""	"\\$a1 score ([4], 172 p.)"	
1136764	"10$aBerton, H.$q(Henri),$d1767-1844."	13$aLe concert interrompu :$bopera comique en un acte /$cde MM Marsollier et Favieres ; mis en musique ... par H. Berton ... ; représenté sur le Théâtre Faydeau le 11 prairial an 10 (31 mai vieux style).	"0\$aParis :$bChez les frères Gaveaux ...,$c[1802?]"	\4$aRISM A: B 2229	"\\$aAuthentic edition.  Stamped ""Freres Gaveaux"" on t.p."	"\\$a1 score ([3], 153 p.)"	
913391	"10$aWatlen, John"	10$aLady Madelina Sinclair :$ba favorite strathspey : set with variations for the piano forte or harpsd. ... /$ccomposed by John Watlen.	"\\$aEdinburgh :$bPrinted by J. Hamilton ...,$c[between 1795 and 1810]"	\4$aNot in RISM	\\$aCaption title.	\\$a3 p. of music.	
3871664	"10$aPiccinni, Niccolò,$d1728-1800."	"13$aLe faux lord :$bcomédie en deux actes : représentée devant Leurs Majestés et à Paris, par les comédiens italiens ordinaires du roi, le 6. decembre 1783 /$cmis en musique par M. Piccini ; gravée par Huguet ..."	"0\$aA Paris :$bChez M. Brunet ..., Imprimé par Basset,$c[1783?]"	\4$aRISM A: P 2134	\\$aLibretto by J.M. Piccini.  Cf. Loewenberg.	"\\$a[1] p., 1 score (210 p.)"	
4271235	"1\$aPlayford, John,$d1623-1686?"	"13$aAn introduction to the skill of musick, in three books /$cby John Playford ; containing I: The grounds and principles of musick, according to the gamut : in the most easie method, for young practioners ; II: Instructions and lessons for the treble, tenor and bass-viols and also for the treble-violin; III: The art of descant, or composing musick in parts, made very plain and easie by the late Mr. Henry Purcell."	"\\$aLondon ;$bPrinted by William Pearson, for John and Ben Sprint ...$c1718."	"\4$aRISM B: VI, 659"	"\\$aParts 2-3 have each special t.-p.;\\$aPage 147 numbered 174.;\\$aSignatures: A-M8.;\\$a""A pastoral elegy on the death of Mr. John Playford.  By N. Tate"": prelim. p. [16];\\$a""The order of performing the divine service in cathedrals and collegiate chappels"": p. 53-60."	"\\$a[16], 170, [2] p., [1] leaf of plates :$bill., music."	
4452485	"10$aPergolesi, Giovanni Battista,$d1710-1736."	13$aLa serva padrona :$bintermezzo /$cdel sigr. Giõ. Batta. Pergolese ; rappresentato in Pariggi nell'autunno 1752.	"0\$aA Paris :$bAux adresses ordinaires et chez l'editeur ...; Imprimé par Auguste de 1Orraine,$c[1752?]"	\4$aRISM A: P 1393	\\$aLibretto by G.A. Federico.  Cf. Loewenberg.	"\\$a1 score ([2], 68 p.)"	
1138047	"10$aGérard, Henri-Philippe,$d1760-1848"	"10$aMethode de chant,$bou, Etudes du solfège et de la vocalisation /$cpar Mr. Gérard ..."	"0\$aA Paris :$bChez MM. Pleyel ..., Momigny ..., Nadermann ...,$c[1816]"	\4$aRISM A: G 1612	\\$aGeneral t.p.; each pt. has special t.p.; imprint from special t.p.	\\$a1 score (2 pts. in 1)	
3826197	"10$aDalayrac, N.$q(Nicolas),$d1753-1809"	"10$aPicaros et Diego,$bou, La folle soirée : opéra bouffon en un acte et en prose /$cparoles de Mr. xxxx ; représente pour la premiere fois, sur le Théâtre de l'Opéra Comique, Rue Feydeau, le 13. floreal an 11 ; musique de N. Dalayrac ..."	"0\$aA Paris :$bChez Pleyel ...,$c[1803]"	\4$aRISM A: D 512	\\$aLibretto by Emmanuel Dupaty.  Cf. Loewenberg.;\\$aIncludes the spoken dialogue.;\\$aPl. no.: 566.	"\\$a1 score ([3], 236 p.)"	
3799064	"10$aPurcell, Henry,$d1659-1695."	14$aThe music of the masque in Oedipus.	"0\$a[London,$bB. Goodison,$cca. 1790]"	\4$aRISM A: P 5921	\\$aWords by Dryden and Lee.  Cf. Grove's dict. of music.;\\$aWith unrealized continuo.	"\\$a[1] p., score (15 p.)"	
3799059	"10$aPurcell, Henry,$d1659-1695."	10$aOde on the Queen's birthday [1693.	"0\$aLondon,$bB. Goodison,$cca. 1790]"	\4$aRISM A: P 5997	"\\$aWords by N. Tate.  Cf. Grove's dict. of music.;\\$aFor solo voices (SSATB), chorus and orchestra.;\\$aWith unrealized continuo."	"\\$ascore (35 p.), [1] p."	
3799061	"10$aPurcell, Henry,$d1659-1695."	"10$aCommemoration ode,$cperformed at Christ-Church in Dublin Jany. 9 1693/4."	"0\$a[London,$bB. Goodison,$cca. 1790]"	\4$aRISM A: P 5997	"\\$aWords by N. Tate.  Cf. Grove's dict. of music.;\\$aFor solo voices (SATB), chorus and orchestra.;\\$aWith unrealized continuo."	\\$ascore (30 p.)	
3799052	"10$aPurcell, Henry,$d1659-1695."	14$aThe Indian queen.	"0\$a[London,$bB. Goodison,$cca. 1790]"	\4$aRISM A: P 5885	\\$aAdapted from the play by Sir R. Howard and J. Dryden.  Cf. Brit. union cat. of early music.;\\$aWith unrealized continuo.	"\\$a[1] p., score (53 p.), [1] p."	
3799056	"10$aPurcell, Henry,$d1659-1695."	14$aThe tempest.	"0\$a[London,$bB. Goodison,$cca. 1790]"	\4$aRISM A: P 5947	"\\$aLibretto adapted from Shakespeare by Davenant, Dryden and Shadwell.  Cf. Brit. union cat. of early music.;\\$aWith unrealized continuo."	"\\$a[1] p., score (50 p.)"	
3799049	"10$aPurcell, Henry,$d1659-1695."	"14$aThe beauties of Purcell;$ba selection of the favorite songs, duetts, trios & chorusses, from the different works of Purcell.$cSelected, adapted & arranged (from the original scores) with an accompaniment for the piano forte by John Clarke."	"0\$aLondon,$bPrinted & sold by R. Birchall$c[1808-1810]"	\4$aRISM A: P 5993	\\$aDate from the pref. of v. 1 and the dedicatory epistle of v. 2.	\\$a2 v.	
3799068	"10$aPurcell, Henry,$d1659-1695."	"14$aThe songs, airs, duetts and chorusses in the masque of King Arthur ...$ccompos'd by Purcel [sic] & Dr. Arne."	0\$a[London]$bPrinted & sold by I. Iohnston$c[ca. 1770]	\4$aRISM A: P 5894	\\$aLibretto by J. Dryden.  Cf. Grove's dict. of music.;\\$aThe overture (iv p.) and acc. of several other pieces arr. for harpsichord.;\\$aWith unrealized continuo.	"\\$a[1], iv p., score (81 p.)"	
3799266	"10$aSacchini, Antonio,$d1730-1786."	"10$aRenaud,$btragedie lyrique en trois actes.$cRepresentée pour la premiere fois ... le mardi 25 fevrier 1783."	"0\$aParis,$bLe Duc$c[1783]"	\4$aRISM A: S 62	"\\$aImprint covered by label: Chez Augte Le Duc ...;\\$aLibretto by J.J. Leboeuf, based on Pellegrini's Renaud; music arr. by Framery.  Cf. Loewenberg.  Annals of opera."	\\$ascore (243 p.)	
3799273	"10$aSacchini, Antonio,$d1730-1786."	10$aEvelina;$bopera en trois actes.$cParoles de Mr. Guillard ...	"0\$aParis,$bImbault$c[ca. 1788]"	\4$aRISM A: S 89	"\\$aPl. no. 175.;\\$aLeft unfinished under its original title, Arvire et Evelina; complete by J.B. Rey and posthumously performed as Evelina.;\\$aCf. Grove's dict. of music.;\\$aIncludes advertisement."	"\\$a[2] p., score (329 p.)"	
3799270	"10$aSacchini, Antonio,$d1730-1786."	10$aDardanus;$btragédie lyrique en quatre actes.  Représentée pour la premiere fois devant leurs Majestés à Triannon le 18 septembre 1784 ...	"0\$aParis,$bLe Duc, Gravée par G. Magnian$c[ca. 1784]"	\4$aRISM A: S 115	"\\$a""La Bruère's text ... altered and reduced by N.F. Guillard."" - Loewenberg.  Annals of opera."	\\$ascore (269 p.)	
3799268	"10$aSacchini, Antonio,$d1730-1786."	"10$aChimene;$bou, Le Cid; tragédie lyrique en trois actes.$cRepresenté devant leurs Majestés le mardy 18. novembre, 1783, et pour la premiere fois sur le Théatre de l'Académie royale de musique le lundi 9. febrier, 1784."	"0\$aParis,$bChez Le Duc$c[1784?]"	\4$aRISM A: S 132	"\\$aText by G. Pizzi, translated by N.F. Guillard.  Cf. Loewenberg. Annals of opera."	\\$ascore (274 p.)	
3799251	"10$aRousseau, Jean-Jacques,$d1712-1778."	"13$aLe devin du village;$bintermède.$cRéprésenté a Fontainebleau devant leurs Majestés les 18. et 24. octobre 1752, et a Paris par l'Académie royale de musique le 1er. mars 1753.  Avec l'ariette ajoutée par Philidor, chantée par Caillor."	"0\$aParis,$bLe Clerc$c[1765?]"	\4$aRISM A: R 2902	"\\$aText by the composer.;\\$aImprint covered by label: ""Chez Melle. Castagnery ..."	\\$ascore (101 p.)	
3799224	"10$aMozart, Wolfgang Amadeus,$d1756-1791."	"10$aEight [i.e. 22] pieces selected from the celebrated opera of Le nozze di Figaro,$badapted for the piano forte or harp, with an accompaniment for the flute,$cby F. Fiorillo."	"0\$aLondon,$bPrinted & sold by R. Birchall$c[between 1789 and 1819]"	\4$aRISM A: MM 4501a		\\$ascore (3 v. (57 p.))	
3799221	"10$aMozart, Wolfgang Amadeus,$d1756-1791."	"10$aTwenty four pieces (in three books)$bselected from the celebrated opera of Il don Giovanni, adapted for the piano forte with an accompaniment for the flute,$cby F. Fiorillo."	"0\$aLondon,$bPrinted & sold by R. Birchall$c[between 1789 and 1819]"	\4$aRISM A: MM 4677b	\\$aPiece no. 8 (Meco tu dei ballare) arranged for piano and 2 violins.	\\$ascore (3 v. (74 p.))	
3799203	"10$aRossetti, Biagio,$dactive 16th century"	10$aLibellus de rudimentis musices.$bDe triplici musices specie.  De modo debite soluẽdi diuinũ pensum.  Et De auferendis nonnullis abusibus in dei templo.  Quę omnia sub compendio candidus lector inueniet.	"0\$a[Veronę,$bPer Stephanum, & fratres de Nicolinis de Sabio, sumptu & requisitione B. Rosetti,$c1529]"	"\4$aRISM B: VI, 717"		\\$a[103] p.$bmusic.	
3799287	"10$aSacchini, Antonio,$d1730-1786."	"00$aSix sonatas for the harpsichord,$bor piano forte, with a violin accompaniment.  Opera III."	"0\$aLondon,$bPrinted by R. Bremner$c[1779]"	\4$aRISM A: S 293		"\\$a[1] p., score (49 p.)"	
3799284	"10$aSacchini, Antonio,$d1730-1786."	14$aThe favorite rondo composed ...$bfor Signora Marchetti.	"0\$aLondon,$bJ. Bland$c[between 1776 and 1778]"	\4$aRISM A: S 279	\\$aCaption title.;\\$aFor soprano and orchestra.;\\$aCf. Brit. union-cat. of early music.	\\$ascore (5 p.)	
